scenario,instance,ev,alg,seed,tl,rt,ttt,eff,imp,perc,teleported,preemptime,n_teleported
augmented-downtown,1,vehev7,rfid,12811,7000.52,50164.82,7649.00,648.4799999999996,1.080898276128059,7.484356105909329,False,184.06976744186048,230124
augmented-downtown,1,vehev2,no-preemption,30616,996.93,15035.33,1492.00,495.07000000000005,,,False,,109701
augmented-downtown,1,vehev3,fuzzy,6479,13609.15,46417.91,14078.00,468.85000000000036,-1.1817714479731918,-18.17714479731918,False,29.894736842105264,250249
augmented-downtown,1,vehev1,tpn4,2094,21857.67,116647.16,22736.00,878.3300000000017,1.1800022600762112,15.254399602979207,False,8529.618181818181,262603
augmented-downtown,1,vehev7,kapusta2,30616,10070.98,50461.53,10720.00,649.0200000000004,1.2329376088523658,18.89289508081331,False,2975.8837209302324,246134
augmented-downtown,1,vehev3,tpn4,27226,1193.34,29838.49,1855.00,661.6600000000001,10.327266328121073,90.31689540844893,False,455.39130434782606,124625
augmented-downtown,1,vehev7,fuzzy,27548,6519.78,76711.17,6983.00,463.22000000000025,1.1750825948114814,14.899599022617627,False,36.74418604651163,226058
augmented-downtown,1,vehev7,kapustaimp,16250,5366.47,45060.04,6016.00,649.5299999999997,1.3955449299073692,28.343403457001127,False,556.8837209302326,215203
augmented-downtown,1,vehev7,no-preemption,11718,7685.69,50633.72,8335.00,649.3100000000004,,,False,,233887
augmented-downtown,1,vehev1,tpn4,6479,19994.35,112058.00,20873.00,878.6500000000015,1.222349313681115,18.1903250725857,False,7776.727272727273,261294
augmented-downtown,1,vehev2,rfid,12811,1115.80,16589.81,1611.00,495.20000000000005,1.05836171356874,5.514344748162459,False,142.0,114469
augmented-downtown,1,vehev1,fuzzy,14368,23433.10,94469.70,24062.00,628.9000000000015,-1.0069834928981172,-0.6983492898117172,False,46.76923076923077,264404
augmented-downtown,1,vehev2,allgreen,16993,214.87,13274.56,710.00,495.13,4.238842090566389,76.40865173473868,False,715.6,75468
augmented-downtown,1,vehev2,kapustaimp,27548,243.83,21618.95,739.00,495.16999999999996,4.107164827953902,75.6523041589695,False,122.53333333333333,76796
augmented-downtown,1,vehev3,tpn6,12811,1138.77,32363.82,1800.00,661.23,10.349034484575464,90.3372628481388,False,300.60869565217394,122011
augmented-downtown,1,vehev1,fuzzy,16993,29813.03,112089.07,30441.00,627.9700000000012,-1.0237832863159737,-2.3783286315973706,False,46.03921568627451,265323
augmented-downtown,1,vehev1,tpn4,22760,29569.25,124478.41,30447.00,877.75,-1.0091628991320023,-0.91628991320023,False,9580.272727272728,266492
augmented-downtown,1,vehev7,kapustaimp,10105,5466.81,46385.82,6116.00,649.1899999999996,1.2689447776674148,21.194364199346115,False,604.7906976744187,215314
augmented-downtown,1,vehev1,rfid,10105,24529.96,82568.35,25409.00,879.0400000000009,-1.0373545512789337,-3.7354551278933723,False,230.0909090909091,263619
augmented-downtown,1,vehev2,allgreen,6325,193.03,15087.47,688.00,494.97,6.0978086307827795,83.60066606630079,False,694.1333333333333,74563
augmented-downtown,1,vehev2,tpn6,2094,223.98,39692.56,719.00,495.02,4.469416912224306,77.62571674025534,False,233.86666666666667,75951
augmented-downtown,1,vehev7,tpn6,2094,5791.29,60715.46,6441.00,649.71,1.1344156483270567,11.848888767118282,False,826.4418604651163,223979
augmented-downtown,1,vehev1,tpn6,4771,18159.15,129070.00,19037.00,877.8499999999985,1.4260243458531923,29.874970023621962,False,4256.345454545454,259296
augmented-downtown,1,vehev1,allgreen,16250,25755.27,100346.05,26633.00,877.7299999999996,1.057282257184646,5.417877467950561,False,26635.454545454544,265720
augmented-downtown,1,vehev1,tpn4,30616,21735.13,116335.16,22613.00,877.869999999999,1.178943489180879,15.178292328940014,False,7971.036363636364,260485
augmented-downtown,1,vehev3,tpn4,10105,1092.84,49170.36,1755.00,662.1600000000001,12.595164891475422,92.06044534854155,False,440.95652173913044,120567
augmented-downtown,1,vehev1,kapusta2,24847,30065.16,86115.94,30943.00,877.8400000000001,-1.0826188830918264,-8.261888309182641,False,11167.8,266970
augmented-downtown,1,vehev1,kapustaimp,27226,24530.43,117931.74,25409.00,878.5699999999997,1.102720987769069,9.31522922918927,False,3383.3636363636365,264561
augmented-downtown,1,vehev7,fuzzy,21907,9889.43,50309.59,10354.00,464.5699999999997,-1.3262279714784204,-32.62279714784204,False,36.74418604651163,243915
augmented-downtown,1,vehev1,no-preemption,20276,27952.58,65727.71,28830.00,877.4199999999983,,,False,,265635
augmented-downtown,1,vehev3,fuzzy,16993,13130.98,46723.94,13602.00,471.02000000000044,-1.0148482942082995,-1.4848294208299473,False,29.94736842105263,249381
augmented-downtown,1,vehev3,tpn4,32668,1719.10,44778.83,2381.00,661.9000000000001,7.064481414693735,85.84467930059162,False,500.5652173913044,140571
augmented-downtown,1,vehev1,no-preemption,30616,25624.49,64528.73,26502.00,877.5099999999984,,,False,,265471
augmented-downtown,1,vehev1,fuzzy,6325,27936.32,104814.96,28565.00,628.6800000000003,-1.0059707221797511,-0.5970722179751142,False,46.76923076923077,265310
augmented-downtown,1,vehev7,kapustaimp,6479,4862.99,46471.41,5511.00,648.0100000000002,2.2774918311573744,56.09204887941044,False,593.8139534883721,215330
augmented-downtown,1,vehev1,kapusta2,27226,31857.78,108976.61,32736.00,878.2200000000012,-1.17772720517615,-17.772720517615003,False,11863.4,268317
augmented-downtown,1,vehev2,kapusta2,2094,716.73,14087.63,1212.00,495.27,1.396704477278752,28.4028929334905,False,323.3333333333333,99371
augmented-downtown,1,vehev3,tpn4,17651,777.71,42472.02,1440.00,662.29,15.268326239858045,93.450493627851,False,460.4347826086956,108980
augmented-downtown,1,vehev7,rfid,20276,6888.86,46272.79,7537.00,648.1400000000003,1.0442598630252322,4.238395498320779,False,184.0,228082
augmented-downtown,1,vehev1,tpn6,15239,26600.99,149483.19,27479.00,878.0099999999984,1.0676140248915547,6.333190021405233,False,7660.509090909091,265311
augmented-downtown,1,vehev1,allgreen,22570,21176.20,97393.47,22054.00,877.7999999999993,1.23911749983472,19.297403181426688,False,22054.727272727272,262051
